customer_id,usage_month,monthly_logins,active_users,support_tickets
CUST-0008,2023-09,6.6,2,0
CUST-0008,2023-10,11.6,5,2
CUST-0008,2023-11,2.1,1,2
CUST-0008,2023-12,10.0,3,1
CUST-0008,2024-01,15.2,3,1
CUST-0008,2024-02,,1,0
CUST-0008,2024-03,4.2,1,1
CUST-0008,2024-04,19.7,6,2
CUST-0008,2024-05,,2,0
CUST-0008,2024-06,16.4,4,2
CUST-0008,2024-07,0.0,1,1
CUST-0008,2024-08,6.8,1,2
CUST-0008,2024-09,7.8,2,0
CUST-0008,2024-10,0.0,1,0
CUST-0008,2024-11,0.0,1,0
CUST-0008,2024-12,9.5,3,0
CUST-0008,2025-01,7.1,2,0
CUST-0009,2022-02,10.5,4,1
CUST-0009,2022-03,14.5,3,1
CUST-0009,2022-04,7.5,2,0
CUST-0009,2022-05,10.2,3,0
CUST-0009,2022-06,1.6,1,1
CUST-0009,2022-07,2.9,1,2
CUST-0009,2022-08,7.5,3,1
CUST-0009,2022-09,0.2,1,2
CUST-0009,2022-10,0.0,1,1
CUST-0009,2022-11,8.2,2,1
CUST-0009,2022-12,1.1,1,2
CUST-0009,2023-01,8.3,1,2
CUST-0009,2023-02,0.0,1,1
CUST-0009,2023-03,0.0,1,2
CUST-0009,2023-04,0.0,1,0
CUST-0009,2023-05,0.0,1,2
CUST-0009,2023-06,0.0,1,1
CUST-0009,2023-07,0.0,1,4
CUST-0009,2023-08,0.0,1,1
CUST-0009,2023-09,0.0,1,2
CUST-0009,2023-10,0.0,1,2
CUST-0009,2023-11,0.0,1,2
CUST-0009,2023-12,0.0,1,0
CUST-0009,2024-01,0.0,1,0
CUST-0009,2024-02,0.0,1,0
CUST-0009,2024-03,0.0,1,3
CUST-0009,2024-04,0.0,1,1
CUST-0009,2024-05,0.0,1,0
CUST-0009,2024-06,0.0,1,0
CUST-0009,2024-07,0.0,1,3
CUST-0009,2024-08,0.0,1,2
CUST-0010,2022-09,28.9,13,0
CUST-0010,2022-10,27.4,8,0
CUST-0010,2022-11,26.8,8,0
CUST-0010,2022-12,26.1,10,0
CUST-0010,2023-01,31.2,6,0
CUST-0010,2023-02,22.2,6,1
CUST-0010,2023-03,19.2,6,2
CUST-0010,2023-04,26.1,6,1
CUST-0010,2023-05,26.5,6,0
CUST-0010,2023-06,25.7,11,1
CUST-0010,2023-07,23.1,5,0
CUST-0010,2023-08,28.4,13,0
CUST-0010,2023-09,20.8,8,0
CUST-0010,2023-10,22.4,9,1
CUST-0010,2023-11,20.5,7,0
CUST-0010,2023-12,28.0,9,1
CUST-0010,2024-01,25.6,8,0
CUST-0010,2024-02,,15,0
CUST-0010,2024-03,21.9,5,1
CUST-0010,2024-04,25.2,6,1
CUST-0010,2024-05,27.5,11,0
CUST-0010,2024-06,24.4,8,0
CUST-0010,2024-07,29.6,7,0
CUST-0010,2024-08,29.7,11,0
CUST-0010,2024-09,29.5,6,0
CUST-0010,2024-10,23.2,5,1
CUST-0010,2024-11,22.4,7,0
CUST-0010,2024-12,22.2,4,0
CUST-0010,2025-01,28.5,6,1
CUST-0010,2025-02,24.1,10,1
CUST-0010,2025-03,22.8,9,0
CUST-0011,2022-09,24.1,8,0
CUST-0011,2022-10,23.2,4,1
CUST-0011,2022-11,26.9,7,1
CUST-0011,2022-12,21.7,5,0
CUST-0011,2023-01,27.7,5,1
CUST-0011,2023-02,24.7,8,0
CUST-0011,2023-03,,4,0
CUST-0011,2023-04,,7,0
CUST-0011,2023-05,24.2,7,0
CUST-0011,2023-06,26.0,9,0
CUST-0011,2023-07,29.7,6,1
CUST-0011,2023-08,21.9,9,0
CUST-0011,2023-09,32.0,10,1
CUST-0011,2023-10,27.8,13,0
CUST-0011,2023-11,27.0,12,2
CUST-0011,2023-12,26.4,5,0
CUST-0011,2024-01,25.4,6,3
CUST-0011,2024-02,25.3,10,1
CUST-0011,2024-03,25.2,8,0
CUST-0011,2024-04,26.5,7,2
CUST-0011,2024-05,25.5,6,0
CUST-0011,2024-06,30.3,15,1
CUST-0011,2024-07,27.6,9,0
CUST-0011,2024-08,24.6,4,1
CUST-0011,2024-09,29.8,6,1
CUST-0011,2024-10,24.7,6,0
CUST-0011,2024-11,30.4,8,0
CUST-0011,2024-12,25.7,6,2
CUST-0011,2025-01,25.3,6,0
CUST-0011,2025-02,27.0,9,0
CUST-0011,2025-03,22.8,5,0
CUST-0012,2024-02,28.1,7,1
CUST-0012,2024-03,20.0,4,5
CUST-0012,2024-04,27.5,7,3
CUST-0012,2024-05,,5,1
CUST-0012,2024-06,20.6,9,3
CUST-0012,2024-07,18.7,6,0
CUST-0012,2024-08,21.8,7,0
CUST-0012,2024-09,24.9,6,2
CUST-0012,2024-10,13.8,2,0
CUST-0012,2024-11,11.4,3,3
CUST-0012,2024-12,12.8,3,2
CUST-0012,2025-01,11.2,5,0
CUST-0012,2025-02,10.8,3,4
CUST-0012,2025-03,0.0,1,0
CUST-0012,2025-04,15.0,6,1
CUST-0012,2025-05,8.8,3,1
CUST-0013,2024-04,25.7,11,0
CUST-0013,2024-05,19.6,7,1
CUST-0013,2024-06,21.2,7,0
CUST-0013,2024-07,20.7,6,1
CUST-0013,2024-08,23.7,5,1
CUST-0013,2024-09,28.2,13,0
CUST-0013,2024-10,26.1,6,0
CUST-0013,2024-11,24.4,10,0
CUST-0013,2024-12,29.7,13,2
CUST-0013,2025-01,21.6,7,0
CUST-0013,2025-02,24.9,8,0
CUST-0013,2025-03,21.7,8,0
CUST-0013,2025-04,24.5,8,1
CUST-0013,2025-05,24.8,9,0
CUST-0014,2022-01,26.6,6,0
CUST-0014,2022-02,28.0,5,0
CUST-0014,2022-03,24.8,5,1
CUST-0014,2022-04,28.8,13,0
CUST-0014,2022-05,33.4,13,0
CUST-0014,2022-06,28.7,7,0
CUST-0014,2022-07,30.2,13,0
CUST-0014,2022-08,29.0,7,0
CUST-0014,2022-09,24.0,7,1
CUST-0014,2022-10,34.7,7,0
CUST-0014,2022-11,26.9,12,0
CUST-0014,2022-12,24.4,5,1
CUST-0014,2023-01,30.8,13,2
CUST-0014,2023-02,32.4,6,0
CUST-0014,2023-03,29.6,7,1
CUST-0014,2023-04,29.4,7,1
CUST-0014,2023-05,22.5,5,1
CUST-0014,2023-06,33.8,7,0
CUST-0014,2023-07,27.9,9,0
CUST-0014,2023-08,26.0,9,0
CUST-0014,2023-09,28.3,11,0
CUST-0014,2023-10,23.2,5,1
CUST-0014,2023-11,31.7,8,1
CUST-0014,2023-12,35.1,11,2
CUST-0014,2024-01,29.2,5,1
CUST-0014,2024-02,34.2,7,0
CUST-0014,2024-03,31.7,9,0
CUST-0014,2024-04,29.6,14,0
CUST-0014,2024-05,26.8,5,1
CUST-0014,2024-06,,5,0
CUST-0014,2024-07,29.8,10,0
CUST-0015,2023-03,8.2,1,0
CUST-0015,2023-04,10.8,3,0
CUST-0015,2023-05,12.0,5,0
CUST-0015,2023-06,14.7,2,0
CUST-0015,2023-07,11.9,4,0
CUST-0015,2023-08,17.7,6,0
CUST-0015,2023-09,13.0,3,1
CUST-0015,2023-10,16.4,6,0
CUST-0015,2023-11,12.7,2,1
CUST-0015,2023-12,19.5,4,1
CUST-0015,2024-01,12.6,4,0
CUST-0015,2024-02,14.4,5,2
CUST-0015,2024-03,10.1,3,0
CUST-0015,2024-04,10.7,2,1
CUST-0015,2024-05,10.5,3,0
CUST-0015,2024-06,12.4,2,1
CUST-0015,2024-07,14.6,2,2
CUST-0015,2024-08,18.1,7,0
CUST-0015,2024-09,,2,0
CUST-0015,2024-10,16.4,3,0
CUST-0015,2024-11,11.0,2,1
CUST-0015,2024-12,12.9,4,0
CUST-0015,2025-01,,2,0
CUST-0015,2025-02,15.0,4,1
CUST-0015,2025-03,17.3,3,1
CUST-0015,2025-04,8.8,2,1
CUST-0015,2025-05,13.2,3,0
CUST-0016,2024-01,12.4,5,0
CUST-0016,2024-02,8.4,2,0
CUST-0016,2024-03,17.0,6,0
CUST-0016,2024-04,6.6,1,1
CUST-0016,2024-05,12.4,3,0
CUST-0016,2024-06,8.5,1,0
CUST-0016,2024-07,10.9,4,1
CUST-0016,2024-08,11.9,2,0
CUST-0016,2024-09,10.7,3,0
CUST-0016,2024-10,7.2,2,0
CUST-0016,2024-11,12.6,5,0
CUST-0016,2024-12,10.3,3,1
CUST-0016,2025-01,8.6,2,0
CUST-0016,2025-02,9.4,3,0
CUST-0016,2025-03,6.0,1,0
CUST-0016,2025-04,7.8,1,0
CUST-0016,2025-05,12.2,3,0
CUST-0017,2022-04,20.4,6,0
CUST-0017,2022-05,14.7,3,0
CUST-0017,2022-06,11.7,3,1
CUST-0017,2022-07,,4,1
CUST-0017,2022-08,0.0,1,2
CUST-0017,2022-09,6.5,2,1
CUST-0017,2022-10,,1,1
CUST-0017,2022-11,,3,0
CUST-0017,2022-12,1.8,1,2
CUST-0017,2023-01,1.5,1,3
CUST-0017,2023-02,0.0,1,1
CUST-0017,2023-03,5.5,1,3
CUST-0017,2023-04,1.7,1,1
CUST-0017,2023-05,0.0,1,1
CUST-0017,2023-06,0.0,1,2
CUST-0017,2023-07,0.0,1,2
CUST-0017,2023-08,5.6,1,1
CUST-0017,2023-09,0.0,1,3
CUST-0017,2023-10,0.0,1,3
CUST-0017,2023-11,1.5,1,0
CUST-0017,2023-12,0.0,1,0
CUST-0017,2024-01,,1,2
CUST-0017,2024-02,0.0,1,1
CUST-0017,2024-03,0.0,1,0
CUST-0017,2024-04,0.0,1,1
CUST-0017,2024-05,3.0,1,0
CUST-0017,2024-06,0.0,1,3
CUST-0017,2024-07,0.0,1,1
CUST-0017,2024-08,0.0,1,0
CUST-0017,2024-09,0.0,1,1
CUST-0017,2024-10,0.0,1,1
CUST-0018,2023-12,24.4,5,1
CUST-0018,2024-01,18.9,7,0
CUST-0018,2024-02,20.1,4,0
CUST-0018,2024-03,16.7,3,0
CUST-0018,2024-04,21.5,5,1
CUST-0018,2024-05,23.5,7,1
CUST-0018,2024-06,25.9,12,0
CUST-0018,2024-07,23.8,5,0
CUST-0018,2024-08,24.4,7,1
CUST-0018,2024-09,29.5,6,0
CUST-0018,2024-10,30.3,7,0
CUST-0018,2024-11,25.6,8,1
CUST-0018,2024-12,26.7,12,1
CUST-0018,2025-01,27.4,7,0
CUST-0018,2025-02,29.1,11,0
CUST-0018,2025-03,22.5,6,0
CUST-0018,2025-04,24.5,6,1
CUST-0018,2025-05,19.1,4,1
CUST-0019,2022-04,23.9,6,1
CUST-0019,2022-05,23.2,4,0
CUST-0019,2022-06,13.9,5,0
CUST-0019,2022-07,18.8,5,0
CUST-0019,2022-08,15.4,4,0
CUST-0019,2022-09,22.3,7,0
CUST-0019,2022-10,16.0,7,0
CUST-0019,2022-11,14.6,5,1
CUST-0019,2022-12,17.3,8,0
CUST-0019,2023-01,20.3,6,0
CUST-0019,2023-02,20.1,5,0
CUST-0019,2023-03,15.3,3,1
CUST-0019,2023-04,20.9,4,0
CUST-0019,2023-05,20.6,8,0
CUST-0019,2023-06,16.7,3,0
CUST-0019,2023-07,17.3,4,0
CUST-0019,2023-08,13.2,2,1
CUST-0019,2023-09,25.4,10,0
CUST-0019,2023-10,17.9,4,0
CUST-0019,2023-11,18.2,5,0
CUST-0019,2023-12,23.0,4,0
CUST-0019,2024-01,21.2,4,2
CUST-0019,2024-02,23.8,7,0
CUST-0019,2024-03,17.7,7,0
CUST-0019,2024-04,20.3,7,0
CUST-0019,2024-05,22.9,4,0
CUST-0019,2024-06,22.0,5,1
CUST-0019,2024-07,18.5,4,0
CUST-0019,2024-08,21.4,6,0
CUST-0019,2024-09,21.2,4,1
CUST-0019,2024-10,,6,1
CUST-0020,2023-02,23.8,5,1
CUST-0020,2023-03,21.6,5,0
CUST-0020,2023-04,15.7,3,1
CUST-0020,2023-05,21.8,8,1
CUST-0020,2023-06,17.0,5,1
CUST-0020,2023-07,17.8,7,3
CUST-0020,2023-08,5.2,1,0
CUST-0020,2023-09,14.9,3,3
CUST-0020,2023-10,,2,3
CUST-0020,2023-11,13.0,3,0
CUST-0020,2023-12,15.3,3,2
CUST-0020,2024-01,10.2,3,1
CUST-0020,2024-02,11.4,2,1
CUST-0020,2024-03,19.4,4,1
CUST-0020,2024-04,12.3,5,1
CUST-0020,2024-05,0.0,1,3
CUST-0020,2024-06,13.7,3,1
CUST-0020,2024-07,0.0,1,4
CUST-0020,2024-08,0.0,1,0
CUST-0020,2024-09,0.0,1,0
CUST-0020,2024-10,2.6,1,1
CUST-0020,2024-11,1.5,1,2
CUST-0020,2024-12,4.1,1,2
CUST-0020,2025-01,0.0,1,0
CUST-0020,2025-02,0.0,1,0
CUST-0020,2025-03,0.0,1,2
CUST-0020,2025-04,0.0,1,2
CUST-0020,2025-05,0.0,1,0
CUST-0021,2024-01,26.2,5,2
CUST-0021,2024-02,20.2,4,1
CUST-0021,2024-03,17.8,7,0
CUST-0021,2024-04,20.0,6,1
CUST-0021,2024-05,22.4,8,1
CUST-0021,2024-06,19.4,9,1
CUST-0021,2024-07,18.5,4,1
CUST-0021,2024-08,14.0,3,1
CUST-0021,2024-09,8.9,2,1
CUST-0021,2024-10,18.2,5,3
CUST-0021,2024-11,15.6,7,0
CUST-0021,2024-12,6.1,2,1
CUST-0021,2025-01,0.0,1,0
CUST-0021,2025-02,15.0,6,0
CUST-0021,2025-03,1.2,1,1
CUST-0021,2025-04,2.3,1,0
CUST-0021,2025-05,11.4,2,1
CUST-0022,2022-09,13.8,5,0
CUST-0022,2022-10,15.3,4,0
CUST-0022,2022-11,12.3,4,0
CUST-0022,2022-12,19.0,4,0
CUST-0022,2023-01,10.2,2,0
CUST-0022,2023-02,13.1,2,0
CUST-0022,2023-03,16.7,3,1
CUST-0022,2023-04,12.5,3,0
CUST-0022,2023-05,16.8,7,1
CUST-0022,2023-06,17.6,8,0
CUST-0022,2023-07,10.8,4,0
CUST-0022,2023-08,19.4,7,1
CUST-0022,2023-09,16.6,7,0
CUST-0022,2023-10,,4,0
CUST-0022,2023-11,15.7,4,0
CUST-0022,2023-12,18.4,6,0
CUST-0022,2024-01,9.4,2,1
CUST-0022,2024-02,15.9,4,0
CUST-0022,2024-03,8.6,1,0
CUST-0022,2024-04,11.0,3,1
CUST-0022,2024-05,13.7,4,1
CUST-0022,2024-06,17.5,4,0
CUST-0022,2024-07,17.9,3,1
CUST-0022,2024-08,12.5,4,0
CUST-0022,2024-09,23.0,5,0
CUST-0022,2024-10,11.7,5,0
CUST-0022,2024-11,14.1,3,1
CUST-0022,2024-12,13.6,5,0
CUST-0022,2025-01,18.2,4,0
CUST-0022,2025-02,18.6,5,0
CUST-0022,2025-03,15.5,5,1
CUST-0023,2022-11,10.6,4,0
CUST-0023,2022-12,12.8,4,0
CUST-0023,2023-01,5.2,1,0
CUST-0023,2023-02,7.4,2,1
CUST-0023,2023-03,9.3,2,2
CUST-0023,2023-04,14.3,5,1
CUST-0023,2023-05,12.0,2,0
CUST-0023,2023-06,9.8,3,0
CUST-0023,2023-07,14.6,6,0
CUST-0023,2023-08,14.1,3,0
CUST-0023,2023-09,15.9,6,0
CUST-0023,2023-10,13.0,2,1
CUST-0023,2023-11,9.8,3,0
CUST-0023,2023-12,12.9,3,0
CUST-0023,2024-01,14.2,5,1
CUST-0023,2024-02,11.9,2,1
CUST-0023,2024-03,10.1,3,1
CUST-0023,2024-04,12.7,4,0
CUST-0023,2024-05,17.0,4,0
CUST-0023,2024-06,13.3,3,1
CUST-0023,2024-07,11.1,2,0
CUST-0023,2024-08,12.3,2,1
CUST-0023,2024-09,17.6,3,2
CUST-0023,2024-10,13.7,3,0
CUST-0023,2024-11,9.4,3,0
CUST-0023,2024-12,11.2,2,0
CUST-0023,2025-01,,2,2
CUST-0023,2025-02,10.8,3,0
CUST-0023,2025-03,10.7,2,1
CUST-0023,2025-04,12.4,2,0
CUST-0023,2025-05,6.4,1,0
CUST-0024,2022-09,7.9,1,0
CUST-0024,2022-10,14.4,3,1
CUST-0024,2022-11,12.0,5,1
CUST-0024,2022-12,15.4,4,0
CUST-0024,2023-01,11.3,2,1
CUST-0024,2023-02,12.1,3,0
CUST-0024,2023-03,11.1,2,2
CUST-0024,2023-04,16.3,5,0
CUST-0024,2023-05,14.7,3,0
CUST-0024,2023-06,12.9,4,0
CUST-0024,2023-07,13.2,3,0
CUST-0024,2023-08,14.3,3,0
CUST-0024,2023-09,10.6,4,0
CUST-0024,2023-10,16.6,4,0
CUST-0024,2023-11,15.7,4,0
CUST-0024,2023-12,8.7,2,0
CUST-0024,2024-01,14.7,5,1
CUST-0024,2024-02,6.7,1,1
CUST-0024,2024-03,16.1,6,1
CUST-0024,2024-04,13.4,3,0
CUST-0024,2024-05,12.3,2,0
CUST-0024,2024-06,14.0,2,0
CUST-0024,2024-07,16.2,3,0
CUST-0024,2024-08,9.0,2,2
CUST-0024,2024-09,13.3,5,1
CUST-0024,2024-10,18.9,4,0
CUST-0024,2024-11,20.4,4,1
CUST-0024,2024-12,25.1,6,1
CUST-0024,2025-01,19.4,9,0
CUST-0024,2025-02,10.0,4,0
CUST-0024,2025-03,13.3,5,1
CUST-0025,2023-10,23.4,9,0
CUST-0025,2023-11,24.9,8,0
CUST-0025,2023-12,27.4,8,0
CUST-0025,2024-01,30.5,7,0
CUST-0025,2024-02,26.7,8,0
CUST-0025,2024-03,30.0,10,0
CUST-0025,2024-04,27.9,13,0
CUST-0025,2024-05,28.4,6,0
CUST-0025,2024-06,29.7,8,2
CUST-0025,2024-07,27.0,7,0
CUST-0025,2024-08,31.4,14,0
CUST-0025,2024-09,29.2,9,0
CUST-0025,2024-10,30.7,11,0
CUST-0025,2024-11,,7,1
CUST-0025,2024-12,23.6,9,0
CUST-0025,2025-01,27.7,10,0
CUST-0025,2025-02,25.1,5,0
CUST-0025,2025-03,27.3,11,0
CUST-0025,2025-04,25.7,5,1
CUST-0025,2025-05,26.8,5,1
CUST-0026,2022-08,10.9,3,1
CUST-0026,2022-09,13.2,2,0
CUST-0026,2022-10,17.6,6,0
CUST-0026,2022-11,14.0,3,0
CUST-0026,2022-12,15.9,4,0
CUST-0026,2023-01,16.2,4,0
CUST-0026,2023-02,13.5,3,0
CUST-0026,2023-03,14.4,4,1
CUST-0026,2023-04,18.0,4,1
CUST-0026,2023-05,12.2,2,0
CUST-0026,2023-06,16.9,8,1
CUST-0026,2023-07,14.4,4,0
CUST-0026,2023-08,15.7,3,1
CUST-0026,2023-09,14.7,3,1
CUST-0026,2023-10,13.4,5,0
CUST-0026,2023-11,14.7,6,0
CUST-0026,2023-12,9.3,3,0
CUST-0026,2024-01,,5,0
CUST-0026,2024-02,14.8,4,0
CUST-0026,2024-03,13.6,3,1
CUST-0026,2024-04,13.6,4,0
CUST-0026,2024-05,13.5,3,0
CUST-0026,2024-06,11.7,2,0
CUST-0026,2024-07,18.7,7,0
CUST-0026,2024-08,12.4,2,1
CUST-0026,2024-09,15.0,3,0
CUST-0026,2024-10,12.4,4,0
CUST-0026,2024-11,11.0,3,0
CUST-0026,2024-12,11.5,2,0
CUST-0026,2025-01,19.5,5,0
CUST-0026,2025-02,11.9,2,1
CUST-0027,2024-06,27.9,11,0
CUST-0027,2024-07,26.8,9,3
CUST-0027,2024-08,24.2,5,1
CUST-0027,2024-09,22.9,4,1
CUST-0027,2024-10,20.6,8,1
CUST-0027,2024-11,21.1,5,1
CUST-0027,2024-12,22.2,4,0
CUST-0027,2025-01,15.9,7,0
CUST-0027,2025-02,15.1,3,0
CUST-0027,2025-03,21.0,7,1
CUST-0027,2025-04,14.5,6,1
CUST-0027,2025-05,26.5,9,1
CUST-0028,2023-02,17.5,3,0
CUST-0028,2023-03,18.5,5,0
CUST-0028,2023-04,17.8,4,0
CUST-0028,2023-05,17.6,5,3
CUST-0028,2023-06,15.7,5,0
CUST-0028,2023-07,16.3,3,0
CUST-0028,2023-08,19.0,5,0
CUST-0028,2023-09,18.6,5,2
CUST-0028,2023-10,22.2,5,0
CUST-0028,2023-11,19.4,4,0
CUST-0028,2023-12,18.9,6,1
CUST-0028,2024-01,17.5,7,1
CUST-0028,2024-02,21.9,6,0
CUST-0028,2024-03,16.4,7,3
CUST-0028,2024-04,21.4,5,1
CUST-0028,2024-05,21.0,7,1
CUST-0028,2024-06,22.8,5,0
CUST-0028,2024-07,21.2,4,0
CUST-0028,2024-08,19.4,7,0
CUST-0028,2024-09,17.3,6,0
CUST-0028,2024-10,25.9,12,0
CUST-0028,2024-11,18.9,6,2
CUST-0028,2024-12,16.7,3,0
CUST-0028,2025-01,16.2,4,1
CUST-0028,2025-02,23.8,9,2
CUST-0028,2025-03,21.0,5,1
CUST-0028,2025-04,23.7,6,0
CUST-0028,2025-05,15.1,3,0
CUST-0029,2023-03,12.9,3,0
CUST-0029,2023-04,8.8,2,0
CUST-0029,2023-05,10.4,4,0
CUST-0029,2023-06,15.6,7,0
CUST-0029,2023-07,14.1,2,0
CUST-0029,2023-08,17.2,7,0
CUST-0029,2023-09,,2,0
CUST-0029,2023-10,10.7,4,0
CUST-0029,2023-11,10.1,3,0
CUST-0029,2023-12,13.8,3,1
CUST-0029,2024-01,14.4,5,0
CUST-0029,2024-02,12.8,5,0
CUST-0029,2024-03,11.8,3,0
CUST-0029,2024-04,15.7,7,0
CUST-0029,2024-05,14.2,3,1
CUST-0029,2024-06,15.3,4,1
CUST-0029,2024-07,12.0,2,0
CUST-0029,2024-08,13.1,3,1
CUST-0029,2024-09,10.4,4,0
CUST-0029,2024-10,13.5,5,0
CUST-0029,2024-11,12.6,6,0
CUST-0029,2024-12,11.2,2,0
CUST-0029,2025-01,14.5,3,0
CUST-0029,2025-02,13.5,3,0
CUST-0029,2025-03,10.9,4,0
CUST-0029,2025-04,13.2,3,0
CUST-0029,2025-05,9.1,2,0
CUST-0030,2023-03,7.4,1,2
CUST-0030,2023-04,15.8,7,0
CUST-0030,2023-05,11.1,2,1
